	B73-1	B73-2	B73-3	DK105-1	DK105-4	DK105-6	PH207-3	PH207-4	PH207-5	F2-1	F2-2	F2-5
ENSRNA049474255	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474264	23.542061	16.744897	23.223972	16.37262	18.167763	15.261819	28.227835	11.196976	19.349681	15.344611	7.185016	17.375382
ENSRNA049474320	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474334	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474364	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474375	1.68296	9.57594	11.928329	4.860556	23.482069	14.637829	4.145073	1.586407	3.210047	3.572037	10.808206	9.925158
ENSRNA049474454	0	0	0	0	1.664874	0	0	3.365614	0	0	1.665037	2.201353
ENSRNA049474463	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474470	0	6.400415	0	0	0	0	0	3.174971	5.319378	0	2.576139	0
ENSRNA049474479	0	0	0	2.020819	0	0	0	0	0	0	1.118558	0
ENSRNA049474486	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474492	2.72312	0.869663	7.877946	1.352865	4.624395	1.545236	3.023258	0.44291	5.707234	1.49197	3.017983	0.554158
ENSRNA049474524	4.124844	9.996311	3.19411	0	0	0	0	0	0	0	0	0
ENSRNA049474541	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474580	0	6.566925	9.285478	0	0	0	0	0	0	0	0	0
ENSRNA049474585	0	9.850388	3.095159	0	13.62356	19.294108	15.293789	56.181013	23.016192	0	3.587275	0
ENSRNA049474589	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474593	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474599	6.057803	0	8.927303	0	0	0	0	0	0	0	0	0
ENSRNA049474645	1.524088	0	0	0.347916	13.550642	11.389347	5.198105	1.43715	0	5.200386	12.861287	26.741099
ENSRNA049474652	0	0	0	3.672343	0	0	0	3.441963	0	4.045496	10.74277	8.860339
ENSRNA049474668	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474675	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474679	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474685	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474713	1.410287	2.249669	3.429713	0.466631	2.392391	0	15.652765	2.789252	5.908025	0.514588	0	0.572861
ENSRNA049474736	0	0	0	3.640538	0	0	0	0	0	0	0	0
ENSRNA049474750	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474758	0	11.065354	7.788369	5.705557	0	0	0	5.52879	2.759599	0	0	0
ENSRNA049474764	2.77928	18.203624	4.885946	30.702617	12.757013	15.311944	13.248554	10.378491	5.86877	7.629292	2.923077	17.822198
ENSRNA049474767	0	0	6.43578	0	0	0	0	0	0	0	0	4.435574
ENSRNA049474772	10.683702	2.515723	4.715827	12.881143	6.066447	25.727376	17.549046	0	0	16.376567	33.961476	6.325047
ENSRNA049474778	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474787	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474794	0	0	0	0	0	0	0	0	0	0	6.458304	0
ENSRNA049474799	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474807	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474812	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474818	0	0	0	0	0	2.716039	0	0	0	0	0	0
ENSRNA049474823	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474832	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474838	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474843	0	0	0	0	0	0	0	0	0	3.983827	0	0
ENSRNA049474847	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474852	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474860	0	1.160742	0	0	0	0	0	0	0	0	0	0
ENSRNA049474866	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474872	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474877	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474882	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474888	1.37338	3.069733	4.180851	0	0	0	0	0	0	11.033096	6.086788	3.91124
ENSRNA049474894	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474898	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474903	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474907	1.111797	1.589898	2.515826	0	0	0	0	0	0	0	0	0
ENSRNA049474911	4.723504	5.621548	5.336269	0	0	0	0.490894	0.570664	2.277809	0	0	0
ENSRNA049474917	52.641344	51.248744	81.067635	7.62303	8.19937	9.081794	82.275815	48.396309	84.262691	27.094329	29.216716	25.147716
ENSRNA049474924	1.735429	3.857432	4.184136	6.982355	4.521127	7.001681	2.022924	0.610259	2.500246	0	0.808941	0.945277
ENSRNA049474946	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474953	0	0	0	0	0	0	0	6.432848	16.088059	0	0	0
ENSRNA049474986	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049474992	0	0	0	0	0	0	0	2.129218	0	0	0	0
ENSRNA049475040	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475047	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475115	3.78099	10.034752	12.55306	0	0	0	6.304966	16.912886	0	11.915959	7.24798	8.693722
ENSRNA049475121	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475128	3.535948	0	3.023677	10.191632	6.679924	11.285159	17.633449	6.486772	9.698098	0	7.110285	0
ENSRNA049475135	3.914236	17.089686	0	0	3.444674	7.770416	3.303979	0	3.296435	4.10516	0	0
ENSRNA049475138	0	6.566925	1.54758	0	0	0	1.529379	8.526901	5.480046	0	21.523647	8.548636
ENSRNA049475171	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475181	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475200	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475223	84.351934	170.740057	71.188666	24.601503	177.106282	196.7999	79.527704	109.05726	98.640823	105.624315	211.649197	277.830658
ENSRNA049475232	0	0	0	0.674652	0	0	0	0	0	0	0	0
ENSRNA049475237	31.313885	109.373988	74.011471	3.724587	137.786954	42.737289	6.607959	68.894803	62.632263	57.472235	70.719585	48.791312
ENSRNA049475307	59.427269	100.753815	43.597949	41.242487	115.2296	104.586704	143.317312	147.709864	49.422474	126.092628	170.567047	126.647383
ENSRNA049475322	0	0.822093	0.529636	1.143413	0.617595	0.330055	0.477811	0.422369	1.386309	0	0.959802	1.777731
ENSRNA049475327	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475331	0	0	3.090328	0	0	0	0	0	0	0	0	0
ENSRNA049475336	0	0	4.359751	0	0	0	0	0	0	0	0	0
ENSRNA049475340	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475344	0	0	1.76358	0	0	0	0	0	0	0	0	0
ENSRNA049475348	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475356	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475359	0	0	0	7.93457	0	19.139908	7.924168	0	16.940208	0	0	0
ENSRNA049475429	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475437	0	0	1.373605	0	0	0	0	0	0	0	0	0
ENSRNA049475445	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475455	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475486	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475492	0	0.361094	0	0	1.146415	0.421111	0	0.728534	0	0	0	0.454795
ENSRNA049475506	10.494801	11.070504	8.988973	0	0	0	0	0	0	0	0	0
ENSRNA049475518	16.376646	26.534428	12.783481	0	0	0	0	31.914071	2.910726	0	0	0
ENSRNA049475525	27.997837	33.535007	16.061663	15.139339	66.951908	37.777168	6.779899	27.173443	21.997375	4.104082	6.710132	4.398648
ENSRNA049475532	2.205966	1.899122	0	0	0	0	25.971814	6.279131	6.397701	0	0	0
ENSRNA049475551	21.334062	18.51269	6.294429	15.395628	47.802922	38.62736	7.285928	26.78057	3.382364	16.969785	15.194844	6.289875
ENSRNA049475560	28.327545	52.472177	44.258183	30.407748	55.211828	40.970341	13.013097	35.226569	50.083876	20.210643	9.801951	11.217328
ENSRNA049475565	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475572	6.617359	31.360846	11.7239	13.182873	9.621841	1.798056	0	0	0	3.512711	7.078266	15.607979
ENSRNA049475579	0	0.689594	1.954889	0	0	0	0	0.706301	1.3969	0	0	0.915183
ENSRNA049475586	0	0	0	0	0	0	0	0	0	0.821829	0	0
ENSRNA049475591	10.684601	7.588123	17.742072	0.91523	0	0	0.630178	0.549555	0.406516	0	0	0.960117
ENSRNA049475596	13.355749	10.117497	23.656094	0.91523	0	0	0.630178	0.549555	0.406516	3.287318	5.793346	0.960117
ENSRNA049475603	0	0	0	3.588069	0.77834	4.211109	0.315089	0	0.243909	0	0.827621	0
ENSRNA049475610	0	0	0	3.588069	0.77834	4.211109	0.315089	0.739811	0.243909	0	0.827621	0
ENSRNA049475617	0	0	0	0	0	0	0	0	0.243909	0	0	0
ENSRNA049475622	1.684033	2.140387	3.555595	1.109522	0	0.630265	0.933907	0	0	24.468493	17.890153	13.577538
ENSRNA049475639	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475645	885.021717	763.132868	1120.313575	1153.69782	134.731892	360.812992	645.159478	913.423564	2570.853142	206.570697	425.509365	300.304872
ENSRNA049475668	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475672	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475683	0	0	0	0	0	0	0	1.090801	0	0	0	0
ENSRNA049475693	0	0	0	0	19.121505	10.516673	0	2.181602	2.217434	0	16.741631	8.18724
ENSRNA049475702	0	0	0	0	0	0	0	1.090801	0	0	0	0
ENSRNA049475707	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475716	0	0	0	0	8.453476	0	0	0	0	0	0	0
ENSRNA049475740	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475761	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475771	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475794	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475800	0	0	0	0	0	0	0	2.880813	0.723263	1.846027	2.454567	2.220845
ENSRNA049475878	8.3664	10.832813	17.734213	8.946874	7.511814	6.737775	8.192308	1.479622	10.869569	0.821829	1.655242	3.840468
ENSRNA049475883	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475958	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475967	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475976	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049475996	25.830988	15.456573	4.443187	29.241465	76.156513	73.977541	48.535397	78.976353	33.22576	32.128542	134.983947	107.970085
ENSRNA049476004	13.561268	0	8.886375	0	38.078257	23.117982	0	0	0	40.160677	4.820855	7.198006
ENSRNA049476008	10.332395	0	8.886375	0	0	0	0	0	0	0	0	0
ENSRNA049476010	22.949839	15.456573	12.694821	14.620732	3.569837	11.651463	0	0	0	0	0	26.174566
ENSRNA049476041	31.293215	26.421274	34.152121	18.558291	18.869152	31.088876	6.872519	11.413276	14.236306	12.213639	15.550024	12.108612
ENSRNA049476045	24.607151	19.915303	25.540748	25.572044	45.0151	39.201625	9.712633	5.344315	11.863341	14.049948	17.534284	8.153251
ENSRNA049476054	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476060	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476075	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476092	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476098	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476101	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476107	0	0	0	0	0	0	0.660969	0	0	0	0	0
ENSRNA049476110	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476112	0	0	0	0	0	0	0	0	0	1.420761	2.830123	1.581262
ENSRNA049476121	13.247759	24.167679	11.475903	3.189563	0	10.633668	10.966142	9.15144	9.235679	0	3.377294	3.904662
ENSRNA049476127	18.88503	58.302419	24.895228	24.326198	12.269295	20.485171	18.218336	14.677737	17.676662	0	0	7.478219
ENSRNA049476131	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476145	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476156	11.637576	37.757304	22.412982	0	20.691242	7.770516	0	10.338478	6.631692	0	3.56719	0
ENSRNA049476166	38.12564	78.155813	22.103863	0	31.055702	15.528935	6.396306	40.926624	16.591593	7.963673	0	0
ENSRNA049476173	0	0	0	0	0	0	1.093704	1.253976	0	0	0	0
ENSRNA049476180	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476213	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476216	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476247	7.694664	41.020475	22.29868	8.012385	16.350463	6.041735	13.957427	31.12732	12.465713	5.259144	26.601145	4.430169
ENSRNA049476252	7.828471	3.417937	19.30734	11.173762	10.334022	15.540832	3.303979	3.44474	3.296435	8.210319	24.751855	8.871148
ENSRNA049476258	0	16.981427	35.503038	11.363166	27.241206	15.354819	6.74468	10.249437	12.91035	28.852226	34.143976	52.969358
ENSRNA049476271	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476276	0	3.405186	0	7.509447	0	3.879323	0	3.435243	0	16.471272	0	0
ENSRNA049476283	3.748653	19.916377	28.103276	10.74424	10.287114	15.524181	0	3.360485	3.309346	0	39.696917	17.299658
ENSRNA049476298	0	0	0	0	0	0	0	0	2.613301	0	0	0
ENSRNA049476303	0	0	0	0	0	4.525701	2.903035	2.425288	5.970841	4.0954	0	0
ENSRNA049476306	0	0	0	0	0	0	0	0	0	6.839288	13.104538	3.270096
ENSRNA049476322	42.320651	27.523415	44.59736	25.7064	10.376255	42.7237	19.540397	27.535706	16.62095	72.818921	42.97108	35.441355
ENSRNA049476328	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476380	0	0	0	0	0	0	1.313642	4.518018	0	0	0	0
ENSRNA049476386	2.830943	0	1.255738	0	1.409701	0	0	0	0	0	3.032759	0
ENSRNA049476402	0	0	0	0	0	1.966891	0	0	0	0	0	0
ENSRNA049476438	704.496652	685.631085	936.051624	899.307511	73.886511	398.518447	576.51169	1058.59916	1157.792247	183.123614	507.205452	214.159175
ENSRNA049476471	0.76954	2.92347	2.759778	0	0	0	3.187677	2.994212	1.480779	0	0	0
ENSRNA049476473	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476520	4.307741	6.416907	0.082405	0	0	0	2.587471	2.029808	0	4.620687	10.10942	11.018574
ENSRNA049476538	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476580	0	0	0	0	0	0	1.260355	0	0	0	0	0
ENSRNA049476585	0	7.421042	6.943782	0	0	0	0	0	0	8.361532	2.781626	3.104803
ENSRNA049476589	3.725187	1.764131	0	0	0	0	0	0	0	1.000802	0	0
ENSRNA049476598	16.15817	24.905778	16.129117	15.538781	34.216252	13.17333	16.536019	34.276185	28.739053	27.865612	25.841413	19.109676
ENSRNA049476604	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476610	9.810674	8.665302	4.41159	9.640952	14.116476	7.790197	2.907296	8.078214	2.024425	4.555803	16.839885	3.362193
ENSRNA049476616	0	0	0	0	0	3.879323	0	0	3.272531	0	0	0
ENSRNA049476666	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476670	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476674	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476678	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476681	0	0	0	1.790707	0	0	0	0	0	0	0	0
ENSRNA049476688	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476704	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476711	0	0.361094	0	0	1.146415	0.421111	0	0.728534	0	0	0	0.454795
ENSRNA049476719	15.225473	19.953314	13.518311	0	0	0	5.787241	13.292151	1.121678	5.002704	10.051751	8.310477
ENSRNA049476737	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476743	0	0	0	0	0	3.526476	0	0	8.137575	0.056131	0.78403	14.575057
ENSRNA049476748	1.651755	0	0	0	0	0	0	67.161381	67.909379	0.972646	4.5931	0
ENSRNA049476754	0	0	0	0	0	0	0	3.433754	0	0	0	0
ENSRNA049476764	0	0	0.682085	0	0	0	0	0	0	0	0	0
ENSRNA049476774	5.129138	0	4.545052	19.814012	17.362553	3.072425	18.988161	4.841024	19.383379	0	0	0
ENSRNA049476781	0	0	0	0	3.405151	3.838705	0	13.665916	25.417252	0	3.414398	0
ENSRNA049476796	7.946345	0	9.67285	0	6.858414	11.591784	13.41914	13.691697	0	4.1211	6.897683	8.85386
ENSRNA049476801	0	0	3.168936	0	6.632683	11.171209	3.424393	3.303329	8.966424	0	3.271838	4.40127
ENSRNA049476824	0	0	0	0	0	0	0	0	0	0	6.897683	0
ENSRNA049476832	0	0	0.317385	2.45362	0	0.072042	20.614071	14.865037	21.353943	4.96605	0	11.973483
ENSRNA049476856	3.999691	6.707001	0	0	3.347595	0	0	13.586722	6.284964	0	16.775329	0
ENSRNA049476863	0	3.528262	0	0	0	0	0	0	0	0	0	0
ENSRNA049476878	7.25728	0	6.329496	3.711665	0	9.325826	0	0	0	0	0	0
ENSRNA049476890	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476908	7.999382	13.414003	16.061663	0	13.390382	37.777168	13.559799	54.346887	25.139857	4.104082	10.065198	0
ENSRNA049476916	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476922	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476935	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476973	1.192632	0	0.553284	0.298478	0.918253	0	0	0.29419	0.867978	0	0	0
ENSRNA049476978	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476980	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476983	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049476994	0	4.766992	0	0	0	0	0	0	0	0	0	0
ENSRNA049477002	0	0	2.863744	0	1.554498	0	2.618683	1.661908	6.546581	0	0	0
ENSRNA049477007	6862.710239	11465.15488	9901.469905	7138.599699	1470.702209	4132.499599	5917.660605	15161.247	18211.58134	1937.3725	6785.424493	3630.533669
ENSRNA049477025	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477031	145.945455	74.158863	123.95909	0	0	0	83.803517	28.701091	8.274283	159.276068	115.982491	43.80814
ENSRNA049477034	0	6.356474	0	0	0	0	0	0	0	2.611083	0	0
ENSRNA049477036	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477038	0	0	0	11.173762	13.778695	7.770416	0	0	0	0	0	0
ENSRNA049477042	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477046	5.55856	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477052	7.183494	9.090784	1.429286	6.246787	12.021111	8.820528	2.643875	1.527598	3.839205	12.915667	9.539641	20.013292
ENSRNA049477060	0	0	0	7.449174	7.661951	11.655624	9.911938	26.006209	0	0	0	0
ENSRNA049477064	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477077	16.853348	10.358533	56.917235	13.384227	18.301017	21.166264	2.911907	4.015724	29.885682	18.291386	13.47664	14.25026
ENSRNA049477080	33.393698	33.037573	112.593213	19.401097	35.708163	31.697149	32.86361	24.123568	436.882176	20.079047	22.267134	16.489686
ENSRNA049477082	2.369888	2.56886	7.147111	0	0	0	4.699983	5.26186	58.638966	0	0	0
ENSRNA049477087	7.545162	4.542367	4.950932	0	0	0	10.762218	10.845957	43.910048	0	0	0
ENSRNA049477092	0	0	0	0.796474	0.272017	0.614082	0.442691	0.261621	1.541739	0	0.297019	0
ENSRNA049477097	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477101	0	0	0	0	1.664874	0	0	3.365614	0	0	1.665037	2.201353
ENSRNA049477115	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477133	26.843229	27.924042	53.93855	70.112319	8.848955	14.713531	18.255991	52.272517	67.740167	6.650887	17.2062	17.891853
ENSRNA049477136	68.38251	42.438163	54.13255	0	0	0	0	0	0	2.655885	4.004244	2.942811
ENSRNA049477141	0	0	0	0	0	1.358019	0	0	0	0	0	0
ENSRNA049477146	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477151	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477188	0	8.858541	0	0	3.102446	0	5.303488	2.974281	2.992864	0	0	0
ENSRNA049477192	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477193	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477203	0	0	0	0	3.420153	3.875119	6.184335	3.332627	3.300847	3.942673	0	0
ENSRNA049477263	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477299	6.182144	5.756964	8.168372	11.957033	0	0	0	0	0	0	0	0
ENSRNA049477302	28.327545	5.830242	30.427501	24.326198	0	0	57.257628	11.74219	61.868318	0	0	0
ENSRNA049477344	0.760582	2.166563	0	1.025163	0	0	1.260355	2.219433	0	0	0.827621	0
ENSRNA049477351	0	0	0	0	0	3.838705	0	3.416479	0	0	0	0
ENSRNA049477360	0	0	0	7.56967	3.347595	3.777717	0	13.586722	0	0	10.065198	0
ENSRNA049477366	0	0	0	3.695248	3.44854	15.541032	0	6.892319	0	0	3.56719	8.868165
ENSRNA049477371	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477376	2.775944	0	0	0	0	0	8.907508	12.737511	19.382876	0	0	2.508993
ENSRNA049477387	0	0	0	0	0	0	3.354785	2.697992	3.000592	0	0	0
ENSRNA049477405	1.80151	2.712599	1.557846	1.327306	0.61197	1.23956	1.023404	2.101889	4.257201	0.254056	1.007967	0.255084
ENSRNA049477408	1.180803	0.599533	1.455263	2.266718	0.177747	0.978242	0.322694	1.400531	2.634123	0.489113	0.345185	0.528762
ENSRNA049477418	0	0	0	2.000456	1.649991	0	0	0	0	0	0	0
ENSRNA049477424	60.902968	11.811388	50.500136	34.012827	15.512229	55.364932	188.27384	113.022677	107.743109	0	0	0
ENSRNA049477429	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477439	0	0	0	0	0	0	0	0	5.977407	0	0	0
ENSRNA049477447	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477471	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477485	14.248748	19.989941	10.474723	55.11381	82.291332	69.444488	85.046734	144.986622	55.786121	13.297033	51.668864	18.569909
ENSRNA049477491	0	2.348967	0	38.166158	34.521897	21.588647	2.0329	0	0	21.062654	10.540437	2.934212
ENSRNA049477494	0	2.20E-05	12.210932	3.434264	10.088513	7.601194	8.941848	6.527771	0	7.66055	0	4.21141
ENSRNA049477498	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477503	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477506	0	2.725506	0	14.058736	19.986586	9.495433	0	0	0	0	0	0
ENSRNA049477509	2.518401	0	6.698695	0	0	0	0	0	0	0	0	0
ENSRNA049477514	0	0	0	0	18.204681	26.734204	0.081006	64.681923	15.560922	0	0	0
ENSRNA049477519	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477528	0	0	0	0	0	0	0	0	0	0	2.614853	0
ENSRNA049477554	0	0	0	14.4155	3.434719	0	0	0	0	0	0	0
ENSRNA049477560	0	0	0	0	5.298537	18.00589	0	41.832286	12.877545	0	0	0
ENSRNA049477611	0	0	0	0	0	0	0	0	0	0	0.137771	0
ENSRNA049477619	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477621	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477631	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477656	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477729	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477741	24.830817	15.57766	38.337423	10.119476	18.381586	17.029115	16.396112	20.237533	206.464344	9.885322	9.385308	7.17785
ENSRNA049477744	0	0	0.459609	0	0	0	0	0.491293	0.976818	0	0	0
ENSRNA049477769	0	0	0	3.962188	0	0	0	0	2.868201	0	2.846227	17.208343
ENSRNA049477866	591.200198	487.750564	426.644179	454.747775	222.905814	248.602558	216.523822	267.384572	280.399298	762.202738	796.398524	921.85691
ENSRNA049477898	23.308309	9.756335	4.251061	7.124749	8.441546	20.534388	83.815128	46.226103	46.389209	6.670307	18.762616	5.68825
ENSRNA049477899	11.29028	6.8474	6.376592	2.031677	3.890325	2.183528	6.471567	2.516823	19.82399	2.372038	0	11.683567
ENSRNA049477903	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477941	1.197046	1.826109	3.934806	1.190663	0	0.706644	1.98743	3.66285	5.366802	0	2.787646	1.50012
ENSRNA049477944	0.994342	1.843553	5.175859	1.870436	0.839545	3.333979	0.323639	4.287801	5.858936	0	1.343409	3.833391
ENSRNA049477973	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477975	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049477984	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049478017	1.68296	12.76792	10.437288	12.961484	33.545812	43.913487	6.908456	15.864072	11.235164	3.572037	21.616412	21.835347
ENSRNA049478030	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049478035	0	0	0	0	0	0	0	0	0	0	3.377294	7.809324
ENSRNA049478041	29.989224	6.638792	12.490345	0	6.858076	0	9.368989	0	3.309346	3.962962	3.608811	8.649829
ENSRNA049478044	3.78099	20.069503	25.106121	0	0	0	0	0	0	0	0	0
ENSRNA049478060	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049478106	4479.851847	4610.957922	5513.984815	6288.133149	1750.782643	2608.213381	3209.747614	5467.439483	9641.421899	2062.830557	2738.774157	1636.210763
ENSRNA049478109	2.276504	4.449964	4.936669	7.30905	1.806978	2.108154	3.908985	5.909952	7.901487	2.273217	3.300345	0.988312
ENSRNA049478113	1.002198	2.97247	1.812255	3.30371	0.892833	1.708717	0.936137	3.256575	3.792927	0.881854	2.427294	1.100385
ENSRNA049478119	3.888519	6.711284	8.72099	2.697097	2.458041	4.208886	2.036773	7.557244	9.892389	1.488575	3.663219	1.661946
ENSRNA049478122	0.991875	1.014704	1.260614	1.856717	0.409903	1.174889	0.387853	1.631444	2.596459	0.353535	1.394861	0.273904
ENSRNA049478126	1.215936	2.29585	2.12289	2.340976	0.439368	1.195576	0.566978	2.531588	4.45949	1.073295	1.243715	0.817114
ENSRNA049478131	1.627073	1.712997	1.516509	1.813098	0.332781	0.671937	1.09621	1.092262	4.398635	0.19972	0.660131	0.778531
ENSRNA049478136	0.76944	1.107084	1.574174	1.564699	0.514869	0.580475	0.852815	1.526876	2.888534	0.313141	0.373403	0.308906
ENSRNA049478138	1.015039	0.910128	0.93186	1.107339	0.31123	0.639509	0.733728	1.331694	2.296098	0.172138	1.138111	0.448778
ENSRNA049478140	0.87139	0.670754	1.223907	0.598205	0.209704	0.249609	0.722657	1.38371	2.425206	0.133579	0.608945	0.047847
